config,qid,release,reasons,text_orphans,uncited_bibliography_entries,bibliography_match_rate,path
M1,Q111,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q111_method1_exp_20260413_082117.md
M1,Q112,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q112_method1_exp_20260413_082230.md
M1,Q113,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q113_method1_exp_20260413_082348.md
M1,Q114,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q114_method1_exp_20260413_082459.md
M1,Q115,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q115_method1_exp_20260413_082613.md
M1,Q116,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method1\Q116_method1_exp_20260413_082729.md
M1,Q117,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q117_method1_exp_20260413_082847.md
M1,Q118,block,unresolved_in_text_citation|bibliography_outside_query_evidence,1,0,0.875,data\expanded_outputs\method1\Q118_method1_exp_20260413_082948.md
M1,Q119,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q119_method1_exp_20260413_083105.md
M1,Q11,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q11_method1_exp_20260412_225521.md
M1,Q120,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q120_method1_exp_20260413_083222.md
M1,Q121,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q121_method1_exp_20260413_083337.md
M1,Q122,pass,,0,0,1.0,data\expanded_outputs\method1\Q122_method1_exp_20260413_083438.md
M1,Q123,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q123_method1_exp_20260413_083549.md
M1,Q124,pass,,0,0,1.0,data\expanded_outputs\method1\Q124_method1_exp_20260413_083702.md
M1,Q125,block,unresolved_in_text_citation|bibliography_outside_query_evidence,1,0,0.875,data\expanded_outputs\method1\Q125_method1_exp_20260413_083803.md
M1,Q126,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q126_method1_exp_20260413_083921.md
M1,Q127,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q127_method1_exp_20260413_084032.md
M1,Q128,block,unresolved_in_text_citation|bibliography_outside_query_evidence,6,0,0.25,data\expanded_outputs\method1\Q128_method1_exp_20260413_084149.md
M1,Q129,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q129_method1_exp_20260413_084301.md
M1,Q12,block,uncited_bibliography_entry,0,2,1.0,data\expanded_outputs\method1\Q12_method1_exp_20260412_225701.md
M1,Q130,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method1\Q130_method1_exp_20260413_084412.md
M1,Q131,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q131_method1_exp_20260413_084526.md
M1,Q132,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q132_method1_exp_20260413_084643.md
M1,Q133,block,unresolved_in_text_citation|bibliography_outside_query_evidence,1,0,0.875,data\expanded_outputs\method1\Q133_method1_exp_20260413_084756.md
M1,Q134,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q134_method1_exp_20260413_084935.md
M1,Q135,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method1\Q135_method1_exp_20260413_085110.md
M1,Q136,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method1\Q136_method1_exp_20260413_085223.md
M1,Q137,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q137_method1_exp_20260413_085339.md
M1,Q138,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q138_method1_exp_20260413_085500.md
M1,Q139,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q139_method1_exp_20260413_085615.md
M1,Q13,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q13_method1_exp_20260412_225829.md
M1,Q140,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q140_method1_exp_20260413_085725.md
M1,Q141,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q141_method1_exp_20260413_085847.md
M1,Q142,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method1\Q142_method1_exp_20260413_090000.md
M1,Q143,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method1\Q143_method1_exp_20260413_090209.md
M1,Q144,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q144_method1_exp_20260413_090338.md
M1,Q145,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q145_method1_exp_20260413_090502.md
M1,Q146,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q146_method1_exp_20260413_090623.md
M1,Q147,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q147_method1_exp_20260413_090752.md
M1,Q148,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q148_method1_exp_20260413_090919.md
M1,Q149,pass,,0,0,1.0,data\expanded_outputs\method1\Q149_method1_exp_20260413_091036.md
M1,Q14,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q14_method1_exp_20260412_225952.md
M1,Q150,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q150_method1_exp_20260413_091151.md
M1,Q151,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q151_method1_exp_20260413_091309.md
M1,Q152,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q152_method1_exp_20260413_091430.md
M1,Q153,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q153_method1_exp_20260413_091609.md
M1,Q154,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q154_method1_exp_20260413_091747.md
M1,Q155,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q155_method1_exp_20260413_091926.md
M1,Q156,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q156_method1_exp_20260413_092058.md
M1,Q157,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q157_method1_exp_20260413_092244.md
M1,Q158,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q158_method1_exp_20260413_092410.md
M1,Q159,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q159_method1_exp_20260413_092538.md
M1,Q15,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q15_method1_exp_20260412_230126.md
M1,Q160,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q160_method1_exp_20260413_092715.md
M1,Q161,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q161_method1_exp_20260413_092837.md
M1,Q162,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q162_method1_exp_20260413_092954.md
M1,Q163,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q163_method1_exp_20260413_093120.md
M1,Q164,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q164_method1_exp_20260413_093249.md
M1,Q165,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method1\Q165_method1_exp_20260413_093414.md
M1,Q166,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q166_method1_exp_20260413_093534.md
M1,Q167,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q167_method1_exp_20260413_093658.md
M1,Q168,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q168_method1_exp_20260413_093819.md
M1,Q169,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q169_method1_exp_20260413_093949.md
M1,Q16,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q16_method1_exp_20260412_230306.md
M1,Q170,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q170_method1_exp_20260413_094610.md
M1,Q171,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q171_method1_exp_20260413_094755.md
M1,Q172,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q172_method1_exp_20260413_095029.md
M1,Q173,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q173_method1_exp_20260413_095207.md
M1,Q174,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q174_method1_exp_20260413_095334.md
M1,Q175,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q175_method1_exp_20260413_095459.md
M1,Q176,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q176_method1_exp_20260413_095626.md
M1,Q177,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q177_method1_exp_20260413_095746.md
M1,Q178,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q178_method1_exp_20260413_095914.md
M1,Q179,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q179_method1_exp_20260413_100107.md
M1,Q17,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q17_method1_exp_20260412_230443.md
M1,Q180,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q180_method1_exp_20260413_100243.md
M1,Q181,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q181_method1_exp_20260413_100401.md
M1,Q182,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q182_method1_exp_20260413_100532.md
M1,Q183,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q183_method1_exp_20260413_100719.md
M1,Q184,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q184_method1_exp_20260413_100918.md
M1,Q185,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q185_method1_exp_20260413_101101.md
M1,Q186,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q186_method1_exp_20260413_101258.md
M1,Q187,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q187_method1_exp_20260413_101439.md
M1,Q188,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q188_method1_exp_20260413_101604.md
M1,Q189,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q189_method1_exp_20260413_101739.md
M1,Q18,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q18_method1_exp_20260412_230634.md
M1,Q190,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q190_method1_exp_20260413_101910.md
M1,Q191,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method1\Q191_method1_exp_20260413_102044.md
M1,Q192,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q192_method1_exp_20260413_102222.md
M1,Q193,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q193_method1_exp_20260413_102350.md
M1,Q194,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q194_method1_exp_20260413_102522.md
M1,Q195,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q195_method1_exp_20260413_102701.md
M1,Q196,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q196_method1_exp_20260413_102837.md
M1,Q197,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q197_method1_exp_20260413_103020.md
M1,Q198,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q198_method1_exp_20260413_103219.md
M1,Q199,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q199_method1_exp_20260413_103415.md
M1,Q19,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q19_method1_exp_20260412_230824.md
M1,Q200,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q200_method1_exp_20260413_103616.md
M1,Q201,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q201_method1_exp_20260413_103814.md
M1,Q202,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q202_method1_exp_20260413_104011.md
M1,Q203,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q203_method1_exp_20260413_104146.md
M1,Q204,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q204_method1_exp_20260413_104341.md
M1,Q205,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q205_method1_exp_20260413_104529.md
M1,Q206,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q206_method1_exp_20260413_104815.md
M1,Q207,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q207_method1_exp_20260413_104957.md
M1,Q208,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q208_method1_exp_20260413_105134.md
M1,Q209,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q209_method1_exp_20260413_105310.md
M1,Q20,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q20_method1_exp_20260412_231020.md
M1,Q210,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q210_method1_exp_20260413_105447.md
M1,Q211,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q211_method1_exp_20260413_105632.md
M1,Q212,block,unresolved_in_text_citation|bibliography_outside_query_evidence,1,0,0.875,data\expanded_outputs\method1\Q212_method1_exp_20260413_105802.md
M1,Q213,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q213_method1_exp_20260413_105930.md
M1,Q214,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method1\Q214_method1_exp_20260413_110119.md
M1,Q215,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q215_method1_exp_20260413_110311.md
M1,Q216,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q216_method1_exp_20260413_110446.md
M1,Q217,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method1\Q217_method1_exp_20260413_110624.md
M1,Q218,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q218_method1_exp_20260413_110810.md
M1,Q219,block,unresolved_in_text_citation|bibliography_outside_query_evidence,6,0,0.25,data\expanded_outputs\method1\Q219_method1_exp_20260413_110948.md
M1,Q21,block,unresolved_in_text_citation|bibliography_outside_query_evidence,6,0,0.25,data\expanded_outputs\method1\Q21_method1_exp_20260412_231205.md
M1,Q220,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q220_method1_exp_20260413_111136.md
M1,Q221,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q221_method1_exp_20260413_111331.md
M1,Q222,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method1\Q222_method1_exp_20260413_111529.md
M1,Q223,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q223_method1_exp_20260413_111707.md
M1,Q224,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method1\Q224_method1_exp_20260413_111857.md
M1,Q225,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q225_method1_exp_20260413_112042.md
M1,Q226,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q226_method1_exp_20260413_112225.md
M1,Q227,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method1\Q227_method1_exp_20260413_112407.md
M1,Q228,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q228_method1_exp_20260413_112550.md
